Record_Id,Question_Id,Question_Text,Quetion_Type,Question_Start_Word,Answer_ID,Full_Answer,Expert_Commentary,Hadith_Full_Answer,Hadith_Matn,Answer-Instances ,Source_Name,Source_Link,Credibility,Question_ID_in_the_Orignal_Dataset
378,320,من هو الصحابي الذي استشهد من أكلة أكلها مع الرسول ﷺ من الشاة التي سمتها زينب بنت الحارث اليهودية؟,F,من,1,"بشر بن البراء رضي الله عنه . ⇦ والدليل حديث أَبِي سَلَمَةَ رضي الله عنه، قَالَ: كَانَ رَسُولُ الله ﷺ: «يَقْبَلُ الهَدِيَّةَ وَلَا يَأْكُلُ الصَّدَقَةَ» زَادَ: فَأَهْدَتْ لَهُ يَهُودِيَّةٌ بِخَيْبَرَ شَاةً مَصْلِيَّةً سَمَّتْهَا فَأَكَلَ رَسُولُ الله ﷺ مِنْهَا وَأَكَلَ القَوْمُ فَقَالَ: «ارْفَعُوا أَيْدِيَكُمْ فَإِنَّهَا أَخْبَرَتْنِي أَنَّهَا مَسْمُومَةٌ» فَمَاتَ بِشْرُ بْنُ البَرَاءِ بْنِ مَعْرُورٍ الأَنْصَارِيُّ فَأَرْسَلَ إِلَى اليَهُودِيَّةِ «مَا حَمَلَكِ عَلَى الَّذِي صَنَعْتِ؟» قَالَتْ: إِنْ كُنْتَ نَبِيًّا لَمْ يَضُرَّكَ الَّذِي صَنَعْتُ، وَإِنْ كُنْتَ مَلِكًا أَرَحْتُ النَّاسَ مِنْكَ، فَأَمَرَ بِهَا رَسُولُ الله ﷺ فَقُتِلَتْ، ثُمَّ قَالَ: فِي وَجَعِهِ الَّذِي مَاتَ فِيهِ «مَازِلتُ أَجِدُ مِنَ الأَكْلَةِ الَّتِي أَكَلتُ بِخَيْبَرَ فَهَذَا أَوَانُ قَطَعَتْ أَبْهَرِي». رواه أبوداود (4512)، وصححه الالباني في صحيح أبي داود (4512).",بشر بن البراء رضي الله عنه . ,"حديث أَبِي سَلَمَةَ رضي الله عنه، قَالَ: كَانَ رَسُولُ الله ﷺ: «يَقْبَلُ الهَدِيَّةَ وَلَا يَأْكُلُ الصَّدَقَةَ» زَادَ: فَأَهْدَتْ لَهُ يَهُودِيَّةٌ بِخَيْبَرَ شَاةً مَصْلِيَّةً سَمَّتْهَا فَأَكَلَ رَسُولُ الله ﷺ مِنْهَا وَأَكَلَ القَوْمُ فَقَالَ: «ارْفَعُوا أَيْدِيَكُمْ فَإِنَّهَا أَخْبَرَتْنِي أَنَّهَا مَسْمُومَةٌ» فَمَاتَ بِشْرُ بْنُ البَرَاءِ بْنِ مَعْرُورٍ الأَنْصَارِيُّ فَأَرْسَلَ إِلَى اليَهُودِيَّةِ «مَا حَمَلَكِ عَلَى الَّذِي صَنَعْتِ؟» قَالَتْ: إِنْ كُنْتَ نَبِيًّا لَمْ يَضُرَّكَ الَّذِي صَنَعْتُ، وَإِنْ كُنْتَ مَلِكًا أَرَحْتُ النَّاسَ مِنْكَ، فَأَمَرَ بِهَا رَسُولُ الله ﷺ فَقُتِلَتْ، ثُمَّ قَالَ: فِي وَجَعِهِ الَّذِي مَاتَ فِيهِ «مَازِلتُ أَجِدُ مِنَ الأَكْلَةِ الَّتِي أَكَلتُ بِخَيْبَرَ فَهَذَا أَوَانُ قَطَعَتْ أَبْهَرِي». رواه أبوداود (4512)، وصححه الالباني في صحيح أبي داود (4512).","قَالَ: كَانَ رَسُولُ الله ﷺ: «يَقْبَلُ الهَدِيَّةَ وَلَا يَأْكُلُ الصَّدَقَةَ» زَادَ: فَأَهْدَتْ لَهُ يَهُودِيَّةٌ بِخَيْبَرَ شَاةً مَصْلِيَّةً سَمَّتْهَا فَأَكَلَ رَسُولُ الله ﷺ مِنْهَا وَأَكَلَ القَوْمُ فَقَالَ: «ارْفَعُوا أَيْدِيَكُمْ فَإِنَّهَا أَخْبَرَتْنِي أَنَّهَا مَسْمُومَةٌ» فَمَاتَ بِشْرُ بْنُ البَرَاءِ بْنِ مَعْرُورٍ الأَنْصَارِيُّ فَأَرْسَلَ إِلَى اليَهُودِيَّةِ «مَا حَمَلَكِ عَلَى الَّذِي صَنَعْتِ؟» قَالَتْ: إِنْ كُنْتَ نَبِيًّا لَمْ يَضُرَّكَ الَّذِي صَنَعْتُ، وَإِنْ كُنْتَ مَلِكًا أَرَحْتُ النَّاسَ مِنْكَ، فَأَمَرَ بِهَا رَسُولُ الله ﷺ فَقُتِلَتْ، ثُمَّ قَالَ: فِي وَجَعِهِ الَّذِي مَاتَ فِيهِ «مَازِلتُ أَجِدُ مِنَ الأَكْلَةِ الَّتِي أَكَلتُ بِخَيْبَرَ فَهَذَا أَوَانُ قَطَعَتْ أَبْهَرِي». ", بِشْرُ بْنُ البَرَاءِ بْنِ مَعْرُورٍ الأَنْصَارِيُّ ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,٤٩٠
379,321,من سيدا شباب أهل الجنة ؟,D ,من,1,"الحسن والحسين رضي الله عنهما.  ⇦ والدليل حديث أَبِي سَعِيدٍ الخُدْرِيِّ رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ: «الحَسَنُ وَالحُسَيْنُ سَيِّدَا شَبَابِ أَهْلِ الجَنَّةِ». رواه الترمذي (3768)، وصححه الألباني في الصحيحة (796)، والوادعي في الصحيح المسند (421).",الحسن والحسين رضي الله عنهما.  ,"حديث أَبِي سَعِيدٍ الخُدْرِيِّ رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ: «الحَسَنُ وَالحُسَيْنُ سَيِّدَا شَبَابِ أَهْلِ الجَنَّةِ». رواه الترمذي (3768)، وصححه الألباني في الصحيحة (796)، والوادعي في الصحيح المسند (421).", قَالَ رَسُولُ الله ﷺ: «الحَسَنُ وَالحُسَيْنُ سَيِّدَا شَبَابِ أَهْلِ الجَنَّةِ». ,الحَسَنُ وَالحُسَيْنُ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,٤٩١
380,322,من ريحانتا النبي ﷺ من الدنيا ؟,F,من,1,"الحسن والحسين رضي الله عنهما . ⇦ والدليل حديث عَبْدِ الله بْنِ عُمَرَ رضي الله عنه، قَالَ: قَالَ النَّبِيُّ ﷺ عنهما أي الحسن والحسين «هُمَا رَيْحَانَتَايَ مِنَ الدُّنْيَا». رواه البخاري (5994).",الحسن والحسين رضي الله عنهما . ,"حديث عَبْدِ الله بْنِ عُمَرَ رضي الله عنه، قَالَ: قَالَ النَّبِيُّ ﷺ عنهما أي الحسن والحسين «هُمَا رَيْحَانَتَايَ مِنَ الدُّنْيَا». رواه البخاري (5994).", قَالَ النَّبِيُّ ﷺ عنهما أي الحسن والحسين «هُمَا رَيْحَانَتَايَ مِنَ الدُّنْيَا». ,الحسن والحسين ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,٤٩٢
381,323,من هو ترجمان القران وحبر الأمة ؟,F,من,1,"عبد الله بن عباس رضي الله عنه .  ⇦ والدليل حديث مَسْرُوقٍ قَالَ: قَالَ عَبْدُ الله بن مسعود رضي الله عنه «نِعْمَ تُرْجُمَانُ القُرْآنِ ابْنُ عَبَّاسٍ، لَوْ أَدْرَكَ أَسْنَانَنَا مَا عَشَرَهُ مِنَّا رَجُلٌ». رواه الإمام أحمد في فضائل الصحابة (1863).",عبد الله بن عباس رضي الله عنه .  ,"حديث مَسْرُوقٍ قَالَ: قَالَ عَبْدُ الله بن مسعود رضي الله عنه «نِعْمَ تُرْجُمَانُ القُرْآنِ ابْنُ عَبَّاسٍ، لَوْ أَدْرَكَ أَسْنَانَنَا مَا عَشَرَهُ مِنَّا رَجُلٌ». رواه الإمام أحمد في فضائل الصحابة (1863)."," قَالَ عَبْدُ الله بن مسعود رضي الله عنه «نِعْمَ تُرْجُمَانُ القُرْآنِ ابْنُ عَبَّاسٍ، لَوْ أَدْرَكَ أَسْنَانَنَا مَا عَشَرَهُ مِنَّا رَجُلٌ». ",ابْنُ عَبَّاسٍ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,٤٩٤
382,324,من هو الذي كان يدخله عمر مع أشياخ بدر ؟,F,من,1,"عبد الله بن عباس رضي الله عنه . ⇦ والدليل حديث ابْنِ عَبَّاسٍ رضي الله عنه، قَالَ: كَانَ عُمَرُ رضي الله عنه يُدْخِلُنِي مَعَ أَشْيَاخِ بَدْرٍ، فَقَالَ بَعْضُهُمْ: لِمَ تُدْخِلُ هَذَا الفَتَى مَعَنَا وَلَنَا أَبْنَاءٌ مِثْلُهُ؟ فَقَالَ: «إِنَّهُ مِمَّنْ قَدْ عَلِمْتُمْ...» فذكر الحديث. رواه البخاري (4294).",عبد الله بن عباس رضي الله عنه . ,"حديث ابْنِ عَبَّاسٍ رضي الله عنه، قَالَ: كَانَ عُمَرُ رضي الله عنه يُدْخِلُنِي مَعَ أَشْيَاخِ بَدْرٍ، فَقَالَ بَعْضُهُمْ: لِمَ تُدْخِلُ هَذَا الفَتَى مَعَنَا وَلَنَا أَبْنَاءٌ مِثْلُهُ؟ فَقَالَ: «إِنَّهُ مِمَّنْ قَدْ عَلِمْتُمْ...» فذكر الحديث. رواه البخاري (4294).","حديث ابْنِ عَبَّاسٍ رضي الله عنه، قَالَ: كَانَ عُمَرُ رضي الله عنه يُدْخِلُنِي مَعَ أَشْيَاخِ بَدْرٍ، فَقَالَ بَعْضُهُمْ: لِمَ تُدْخِلُ هَذَا الفَتَى مَعَنَا وَلَنَا أَبْنَاءٌ مِثْلُهُ؟ فَقَالَ: «إِنَّهُ مِمَّنْ قَدْ عَلِمْتُمْ",ابْنِ عَبَّاسٍ رضي الله عنه,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,٤٩٥
383,325,من هو الصحابي الذي قال النبي ﷺ إنه سيف من سيوف الله ؟,F,من,1,"هو: خالد بن الوليد رضي الله عنه .  ⇦ والدليل حديث أَنَسٍ رضي الله عنه، في قصة مؤتة أَنَّ النَّبِيَّ ﷺ قَالَ: «أَخَذَ الرَّايَةَ زَيْدٌ، فَأُصِيبَ، ثُمَّ أَخَذَ جَعْفَرٌ فَأُصِيبَ، ثُمَّ أَخَذَ ابْنُ رَوَاحَةَ فَأُصِيبَ، وَعَيْنَاهُ تَذْرِفَانِ حَتَّى أَخَذَ سَيْفٌ مِنْ سُيُوفِ الله حَتَّى فَتَحَ الله عَلَيْهِمْ يعني خالد بن الوليد ». رواه البخاري (2798).",هو: خالد بن الوليد رضي الله عنه .  ,"حديث أَنَسٍ رضي الله عنه، في قصة مؤتة أَنَّ النَّبِيَّ ﷺ قَالَ: «أَخَذَ الرَّايَةَ زَيْدٌ، فَأُصِيبَ، ثُمَّ أَخَذَ جَعْفَرٌ فَأُصِيبَ، ثُمَّ أَخَذَ ابْنُ رَوَاحَةَ فَأُصِيبَ، وَعَيْنَاهُ تَذْرِفَانِ حَتَّى أَخَذَ سَيْفٌ مِنْ سُيُوفِ الله حَتَّى فَتَحَ الله عَلَيْهِمْ يعني خالد بن الوليد ». رواه البخاري (2798).","أَنَّ النَّبِيَّ ﷺ قَالَ: «أَخَذَ الرَّايَةَ زَيْدٌ، فَأُصِيبَ، ثُمَّ أَخَذَ جَعْفَرٌ فَأُصِيبَ، ثُمَّ أَخَذَ ابْنُ رَوَاحَةَ فَأُصِيبَ، وَعَيْنَاهُ تَذْرِفَانِ حَتَّى أَخَذَ سَيْفٌ مِنْ سُيُوفِ الله حَتَّى فَتَحَ الله عَلَيْهِمْ يعني خالد بن الوليد ». ",خالد بن الوليد,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,٤٩٦
384,326,من هو الذي أوتي مزمارا من مزامير آل داود ؟,F,من,1,"أبو موسى الأشعري رضي الله عنه . ⇦ والدليل حديث أَبِي مُوسَى رضي الله عنه، عَنِ النَّبِيِّ ﷺ قَالَ لَهُ: «يَا أَبَا مُوسَى لَقَدْ أُوتِيتَ مِزْمَارًا مِنْ مَزَامِيرِ آلِ دَاوُدَ». رواه البخاري (5048)، ومسلم (793).",أبو موسى الأشعري رضي الله عنه . ,"حديث أَبِي مُوسَى رضي الله عنه، عَنِ النَّبِيِّ ﷺ قَالَ لَهُ: «يَا أَبَا مُوسَى لَقَدْ أُوتِيتَ مِزْمَارًا مِنْ مَزَامِيرِ آلِ دَاوُدَ». رواه البخاري (5048)، ومسلم (793).",عَنِ النَّبِيِّ ﷺ قَالَ لَهُ: «يَا أَبَا مُوسَى لَقَدْ أُوتِيتَ مِزْمَارًا مِنْ مَزَامِيرِ آلِ دَاوُدَ». ,أَبَا مُوسَى,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,٤٩٧
385,327,من هو الذي دعا له النبي ﷺ بأن يكثر ماله وولده ؟,F,من,1,"أنس بن مالك رضي الله عنه . ⇦ والدليل حديث أُمِّ سُلَيْمٍ رضي الله عنها، أَنَّهَا قَالَتْ: يَا رَسُولَ الله أَنَسٌ خَادِمُكَ ادْعُ الله لَهُ، قَالَ: «اللهمَّ أَكْثِرْ مَالَهُ، وَوَلَدَهُ، وَبَارِكْ لَهُ فِيمَا أَعْطَيْتَهُ». رواه البخاري (6334)، ومسلم (660).",أنس بن مالك رضي الله عنه . ,"حديث أُمِّ سُلَيْمٍ رضي الله عنها، أَنَّهَا قَالَتْ: يَا رَسُولَ الله أَنَسٌ خَادِمُكَ ادْعُ الله لَهُ، قَالَ: «اللهمَّ أَكْثِرْ مَالَهُ، وَوَلَدَهُ، وَبَارِكْ لَهُ فِيمَا أَعْطَيْتَهُ». رواه البخاري (6334)، ومسلم (660).","أَنَّهَا قَالَتْ: يَا رَسُولَ الله أَنَسٌ خَادِمُكَ ادْعُ الله لَهُ، قَالَ: «اللهمَّ أَكْثِرْ مَالَهُ، وَوَلَدَهُ، وَبَارِكْ لَهُ فِيمَا أَعْطَيْتَهُ». ",أَنَسٌ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,٥٠١
386,328,من هو الصحابي الذي كلمه الله كفاحا بعد استشهاده ؟,F,من,1,"عبد الله بن عمرو بن  حرام والد جابر رضي الله عنهم .  ⇦ والدليل حديث  جَابِرِ بْنِ عَبْدِ الله رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ: «مَا كَلَّمَ الله أَحَدًا إِلَّا مِنْ وَرَاءِ حِجَابٍ، وَكَلَّمَ أَبَاكَ كِفَاحًا». رواه ابن ماجه (190)، وحسنه الألباني في صحيح سنن ابن ماجه (2790). ▨ ومعنى كِفاحًا: مواجهة ليس بينهما رسول، ولا حجاب .",عبد الله بن عمرو بن  حرام والد جابر رضي الله عنهم .  ,"حديث  جَابِرِ بْنِ عَبْدِ الله رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ: «مَا كَلَّمَ الله أَحَدًا إِلَّا مِنْ وَرَاءِ حِجَابٍ، وَكَلَّمَ أَبَاكَ كِفَاحًا». رواه ابن ماجه (190)، وحسنه الألباني في صحيح سنن ابن ماجه (2790).","جَابِرِ بْنِ عَبْدِ الله رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ: «مَا كَلَّمَ الله أَحَدًا إِلَّا مِنْ وَرَاءِ حِجَابٍ، وَكَلَّمَ أَبَاكَ كِفَاحًا».","جَابِرِ بْنِ عَبْدِ الله رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ: «مَا كَلَّمَ الله أَحَدًا إِلَّا مِنْ وَرَاءِ حِجَابٍ، وَكَلَّمَ أَبَاكَ كِفَاحًا».",الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,٥٠٢
387,329,من هو الصحابي الذي أمر اللهُ النبيَّ ﷺ أن يقرأ عليه *﴿لَم يَكُنِ الَّذينَ كَفَروا مِن أَهلِ الكِتابِ وَالمُشرِكينَ مُنفَكّينَ حَتّى تَأتِيَهُمُ البَيِّنَةُ﴾* ؟,F,من,1,"هو: أُبي بن كعب رضي الله عنه .  ⇦ والدليل حديث  أَنَسٍ رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ لِأُبَيِّ بْنِ كَعْبٍ: «إِنَّ الله أَمَرَنِي أَنْ أَقْرَأَ عَلَيْكَ لَمْ يَكُنِ الَّذِينَ كَفَرُوا»، قَالَ: وَسَمَّانِي لَكَ؟ قَالَ: «نَعَمْ»، قَالَ: فَبَكَى. رواه البخاري (3809)، ومسلم (799).",هو: أُبي بن كعب رضي الله عنه .  ,"حديث  أَنَسٍ رضي الله عنه، قَالَ: قَالَ رَسُولُ الله ﷺ لِأُبَيِّ بْنِ كَعْبٍ: «إِنَّ الله أَمَرَنِي أَنْ أَقْرَأَ عَلَيْكَ لَمْ يَكُنِ الَّذِينَ كَفَرُوا»، قَالَ: وَسَمَّانِي لَكَ؟ قَالَ: «نَعَمْ»، قَالَ: فَبَكَى. رواه البخاري (3809)، ومسلم (799)."," قَالَ رَسُولُ الله ﷺ لِأُبَيِّ بْنِ كَعْبٍ: «إِنَّ الله أَمَرَنِي أَنْ أَقْرَأَ عَلَيْكَ لَمْ يَكُنِ الَّذِينَ كَفَرُوا»، قَالَ: وَسَمَّانِي لَكَ؟ قَالَ: «نَعَمْ»، قَالَ: فَبَكَى. ",أُبَيِّ بْنِ كَعْبٍ,الاستدلال على كنز الأطفال للدكتور فيصل بن مسفر بن معوض الزنامي الوادعي,https://alilmia.com/sub_book91_5410.html,yes,٥٠٣
